formid,7  Crop(s) planted | None,7  Crop(s) planted | Groundnut,7  Crop(s) planted | Maize,7  Crop(s) planted | Rice,7  Crop(s) planted | Sorghum,7  Crop(s) planted | extra,8  Farm-related problem reported by the farmer | None,8  Farm-related problem reported by the farmer | Disease_outbreak_(Specify),8  Farm-related problem reported by the farmer | Pest_Attack_(Specify),8  Farm-related problem reported by the farmer | Soil_degradation,8  Farm-related problem reported by the farmer | Water_Scarcity,8  Farm-related problem reported by the farmer | Weed_Infestation,8  Farm-related problem reported by the farmer | Others,8  Farm-related problem reported by the farmer | extra,Cooperative_Unique_ID,received_on,6  Ongoing farm activity at the time of visit | None,6  Ongoing farm activity at the time of visit | Site_Selection,6  Ongoing farm activity at the time of visit | Land_Measurement,6  Ongoing farm activity at the time of visit | Land_Clearing,6  Ongoing farm activity at the time of visit | First_herbicide_application,6  Ongoing farm activity at the time of visit | Ploughing_Harrowing_Tilling,6  Ongoing farm activity at the time of visit | Preparation_of_Nursery_,6  Ongoing farm activity at the time of visit | Planting,6  Ongoing farm activity at the time of visit | Transplanting,6  Ongoing farm activity at the time of visit | Gap_control_(Replacement_of_un-germinated_plants),6  Ongoing farm activity at the time of visit | Mulching,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_1,6  Ongoing farm activity at the time of visit | NPK_Application,6  Ongoing farm activity at the time of visit | Application_of_Aflasafe,6  Ongoing farm activity at the time of visit | Application_of_Pesticide,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_2,6  Ongoing farm activity at the time of visit | Urea_Application,6  Ongoing farm activity at the time of visit | SSP_Application,6  Ongoing farm activity at the time of visit | Post-Emergence_Herbicide_Application_or_Manual_weeding_3,6  Ongoing farm activity at the time of visit | Harvesting,6  Ongoing farm activity at the time of visit | Drying_(To_eradicate_moisture),6  Ongoing farm activity at the time of visit | Winnowing,6  Ongoing farm activity at the time of visit | Bagging,6  Ongoing farm activity at the time of visit | Storage,6  Ongoing farm activity at the time of visit | extra
b19484d8-4d15-42f5-8668-367c5d14e639,,,,1,,,1,,,,,,,,KirAQZY39,26/06/2025 17:00,,,,,,,1,,,,,,,,,,,,,,,,,,
e4ee309f-daef-48b7-8c42-46a1a0f66267,,,,1,,,1,,,,,,,,GarAETG22,26/06/2025 17:00,,,,,,1,,,,,,,,,,,,,,,,,,,
76848c16-c1c3-4634-acf6-ec4dfbdfa010,,,,1,,,1,,,,,,,,GarAETG22,26/06/2025 17:00,,,,,,,1,,,,,,,,,,,,,,,,,,
0cc550d3-d933-428e-be9d-d7c2257cf3cd,,,,1,,,1,,,,,,,,GarAETG22,26/06/2025 17:00,,,,,,,,,1,,,,,,,,,,,,,,,,
fbe5c79a-b9e7-480f-bfbb-839da61cf4b6,,,,1,,,1,,,,,,,,GanXL3L08,26/06/2025 17:00,,,,1,,,,,,,,,,,,,,,,,,,,,
2c5ee098-9db6-4c9a-af2e-ab8c69ec512a,,,,1,,,1,,,,,,,,GarAETG22,26/06/2025 17:00,,,,,1,,,,,,,,,,,,,,,,,,,,
809002e8-854b-469a-b04c-7c7cca4a2b44,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,1,,,,,,,,,,,,,,,,,,,,,,,
a65b50a3-0a7d-44bc-bcf4-f334acb3620a,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,,1,,,,,,,,,,,,,,,,,,,,,,
b50b01a0-ff42-4e37-b2e0-6ae18bcae935,,,1,,,,1,,,,,,,,JahECWL37,26/06/2025 17:00,,,,1,,,,,,,,,,,,,,,,,,,,,
564bf1b2-a7fe-4d0c-88d1-57d8e40294e7,,,1,,,,1,,,,,,,,BebJAUV57,26/06/2025 17:00,,1,,,,,,,,,,,,,,,,,,,,,,,
3e6b70aa-1d25-4d1e-a0ad-08dcbc9de7b8,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,,,1,,,,,,,,,,,,,,,,,,,,,
4e26f151-c9c9-407e-83bc-a290e2e2f543,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,,,1,,,,,,,,,,,,,,,,,,,,,
70a935a0-8c78-40fc-aa38-b5c1de1f8e04,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,,,,,1,,,,,,,,,,,,,,,,,,,
615c8702-f32f-481d-a0de-7cd1c08aaa70,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:00,,,,,,,1,,,,,,,,,,,,,,,,,,
08c9418f-b4d1-4689-ba35-5dfbec860065,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:01,,,,,,,,,1,,,,,,,,,,,,,,,,
9b2b904f-095c-413e-a9e6-989169d6fb07,,,,1,,,1,,,,,,,,GarBDKD47,26/06/2025 17:01,,,,,1,,,,,,,,,,,,,,,,,,,,
dade431a-eea6-47e5-b57e-1c23a99d04e1,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,1,,,,,,,,,,,,,,,,,,,,,,,
ec7f6091-f148-49c6-81b2-ff4e34887fde,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,1,,,,,,,,,,,,,,,,,,,,,,
965b68bf-5c48-486c-a760-f7c055982438,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,,1,,,,,,,,,,,,,,,,,,,,,
3259c7a2-3367-4d2d-a1dc-ea3ec411655c,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,,,,1,,,,,,,,,,,,,,,,,,,
6a331074-799c-436f-bb5a-e2e8c12f6ff4,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,,,,,1,,,,,,,,,,,,,,,,,,
aa3b9111-5ec5-440c-9556-9b87a0a10bb3,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,,,,,,,1,,,,,,,,,,,,,,,,
e2978c10-e8ba-43ba-ae5e-fb8a8a8a1a11,,,,1,,,1,,,,,,,,GarCMPK18,26/06/2025 17:01,,,,,1,,,,,,,,,,,,,,,,,,,,
aef834d2-4766-4d01-9b15-c84028ca41ec,,,1,,,,1,,,,,,,,JahECWL37,26/06/2025 17:01,,,,,,,,1,,,,,,,,,,,,,,,,,
bf830151-754e-4a20-a726-5f9eb56e2521,,,1,,,,1,,,,,,,,RimGAT224,26/06/2025 17:01,,,,1,,,,,,,,,,,,,,,,,,,,,
3d62c5b6-336b-4f04-9a5c-499e34b84f7e,,,,1,,,1,,,,,,,,Gan1VYM18,26/06/2025 17:02,,,,,,,,1,,,,,,,,,,,,,,,,,
5af8253a-bf2b-494d-8807-808d34e35f79,,,1,,,,1,,,,,,,,BebJAUV57,26/06/2025 17:02,,,,1,,,,,,,,,,,,,,,,,,,,,
edb25183-0fdf-4117-8ed8-fc69aba7a97d,,,,1,,,1,,,,,,,,KirAQZY39,26/06/2025 17:02,,,,,,,,1,,,,,,,,,,,,,,,,,
7e4f2e2b-a7c5-4504-b3cc-c154bcf63f49,,,1,,,,1,,,,,,,,JahI1L207,26/06/2025 17:02,,1,,,,,,,,,,,,,,,,,,,,,,,
dc4a35ff-3146-4fea-b6bb-12e790c4f9fc,,,1,,,,1,,,,,,,,BebJAUV57,26/06/2025 17:03,,,,,,,,1,,,,,,,,,,,,,,,,,
49b81f40-3584-400a-af8f-fee6a3320572,,,,1,,,1,,,,,,,,KirDG6K57,26/06/2025 17:03,,1,,,,,,,,,,,,,,,,,,,,,,,
d09068cc-3a72-4e52-a9a0-adfdf3368c9f,,,1,,,,1,,,,,,,,JahI1L207,26/06/2025 17:03,,,,1,,,,,,,,,,,,,,,,,,,,,
69827b4b-4baa-42bb-9a00-f4561d6a66a0,,,1,,,,1,,,,,,,,TofFGL749,26/06/2025 17:03,,,,1,,,,,,,,,,,,,,,,,,,,,
39d9c343-cdd1-4940-961e-3f8dcb9d90b7,,,1,,,,1,,,,,,,,JahI1L207,26/06/2025 17:04,,,,,,,,1,,,,,,,,,,,,,,,,,
b59396f5-4200-4880-8698-c3ec46037dbc,,,,1,,,1,,,,,,,,KirDG6K57,26/06/2025 17:04,,,,1,,,,,,,,,,,,,,,,,,,,,
988e0a3c-4046-48a6-8368-00da1106bd2a,,,,1,,,1,,,,,,,,GanM6YZ57,26/06/2025 17:04,,,,,,,,1,,,,,,,,,,,,,,,,,
21c1a5f5-fa8f-42a5-809d-a82e6553abf5,,,,1,,,1,,,,,,,,Gan5T8A39,26/06/2025 17:04,,1,,,,,,,,,,,,,,,,,,,,,,,
ccaef6e4-4ee5-4d8e-9e38-62bfdcaa410d,,,,1,,,1,,,,,,,,Gan5T8A39,26/06/2025 17:04,,,,1,,,,,,,,,,,,,,,,,,,,,
60abeb76-3d8a-4368-a219-f35e1f817c74,,,,1,,,1,,,,,,,,Gan5T8A39,26/06/2025 17:04,,,,,,,1,,,,,,,,,,,,,,,,,,
183fb9f2-03d3-440f-910c-bd696ded774b,,,,1,,,1,,,,,,,,Gan5T8A39,26/06/2025 17:04,,,,,,,,1,,,,,,,,,,,,,,,,,
48680030-2ac2-44a9-ace4-0947b370bbdd,,,,1,,,1,,,,,,,,GanBAIE39,26/06/2025 17:04,,1,,,,,,,,,,,,,,,,,,,,,,,
060964f8-f2bf-41bf-bd22-85104bbe613c,,,,1,,,1,,,,,,,,GanBAIE39,26/06/2025 17:04,,,,1,,,,,,,,,,,,,,,,,,,,,
f6a76821-1cfc-4761-a267-01c9bf5953cd,,,,1,,,1,,,,,,,,GanBAIE39,26/06/2025 17:04,,,,,,,1,,,,,,,,,,,,,,,,,,
0e970c64-cfae-4020-b49f-8e7200e0b796,,,1,,,,1,,,,,,,,JahJOCF55,26/06/2025 17:05,,1,,,,,,,,,,,,,,,,,,,,,,,
fb0d93a7-0b9e-4e1f-89ca-3c1408e16bd5,,,,1,,,1,,,,,,,,KirDG6K57,26/06/2025 17:05,,,,,,,1,,,,,,,,,,,,,,,,,,
093d29e9-1e1d-426e-991d-033c785023f7,,,1,,,,1,,,,,,,,JahJOCF55,26/06/2025 17:06,,,,1,,,,,,,,,,,,,,,,,,,,,
0fc0e8e6-f852-40e3-af74-c7a91b20d059,,,1,,,,1,,,,,,,,TofOW7J36,26/06/2025 17:06,,,,1,,,,,,,,,,,,,,,,,,,,,
b16c101a-b1be-4e80-8d17-40843e3c6687,,,,1,,,1,,,,,,,,GanMBDR51,26/06/2025 17:07,,,,,,,,1,,,,,,,,,,,,,,,,,
ed954d3a-a430-4410-a784-2b61f8115ec7,,,1,,,,1,,,,,,,,JahJOCF55,26/06/2025 17:07,,,,,,,,1,,,,,,,,,,,,,,,,,
10170e1d-604d-4a38-bbf3-a224200e18f0,,,1,,,,1,,,,,,,,JahLNFA44,26/06/2025 17:08,,1,,,,,,,,,,,,,,,,,,,,,,,
83fbb1b5-7ba7-4b42-af5f-5c041844b3b9,,,,1,,,1,,,,,,,,GanBAIE39,26/06/2025 17:08,,,,,,,,1,,,,,,,,,,,,,,,,,
90969f5a-5682-40f4-af90-ab5a4f92515a,,,1,,,,1,,,,,,,,TofPTUH04,26/06/2025 17:09,,,,1,,,,,,,,,,,,,,,,,,,,,
e1290dd9-3e70-40cb-ae0f-85cd36dc14c7,,,,1,,,1,,,,,,,,GanQOEM08,26/06/2025 17:09,,,,,,,,1,,,,,,,,,,,,,,,,,
3ed87244-f840-4f6c-abc9-c21f999afe94,,,1,,,,1,,,,,,,,JahLNFA44,26/06/2025 17:09,,,,1,,,,,,,,,,,,,,,,,,,,,
bc9148d7-ba80-4053-ad8e-28c4af4a9eb1,,,,1,,,1,,,,,,,,BebK6D338,26/06/2025 17:09,,1,,,,,,,,,,,,,,,,,,,,,,,
46243867-bbc3-46b5-8358-48fc58471843,,,1,,,,1,,,,,,,,Beb0TWZ18,26/06/2025 17:09,,,,1,,,,,,,,,,,,,,,,,,,,,
0d120e08-ee1d-419f-bbd2-26297ed60cc6,,,1,,,,1,,,,,,,,Beb0TWZ18,26/06/2025 17:09,,,,,1,,,,,,,,,,,,,,,,,,,,
744a1945-6679-4444-89b1-582e6746914c,,,1,,,,1,,,,,,,,Beb0TWZ18,26/06/2025 17:09,,,,,,1,,,,,,,,,,,,,,,,,,,
abdfc4f4-83a8-476e-8594-f300bbe55d06,,,1,,,,1,,,,,,,,Beb0TWZ18,26/06/2025 17:10,,,,,,,1,,,,,,,,,,,,,,,,,,
097f1c71-4ae7-4f3f-a83a-48ab19c1ae5d,,,1,,,,1,,,,,,,,Beb0TWZ18,26/06/2025 17:10,,,,,,,,1,,,,,,,,,,,,,,,,,
95d81d07-d596-43fa-9124-2a1f3f6ea23c,,,1,,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,1,1,,,,,,,,,,,,,,,,,,,,,,
c38b9897-9712-418c-88c9-c78fbbc49a3a,,,1,,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,,,1,,,,,,,,,,,,,,,,,,,,,
340c91fa-137f-49d6-adc0-c353d35c2c68,,,1,,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,,,,1,,,,,,,,,,,,,,,,,,,,
be99ea7d-0b06-42f7-aba8-b406125f9abd,,,1,,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,,,,,1,,,,,,,,,,,,,,,,,,,
d4441fac-9238-449f-976c-76672fa7e712,,,,1,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,,,,,1,,,,,,,,,,,,,,,,,,,
9493faad-515c-4c59-b687-b56dbef3eca6,,,1,,,,1,,,,,,,,BebE9W141,26/06/2025 17:10,,,,,,,,1,,,,,,,,,,,,,,,,,
86bdab74-1dea-4d0e-ac78-28ff20a8b319,,,1,,,,1,,,,,,,,JahLNFA44,26/06/2025 17:10,,,,,,,,1,,,,,,,,,,,,,,,,,
b1de43de-0f42-4780-be40-37b7689a629e,,,,1,,,1,,,,,,,,BebK6D338,26/06/2025 17:10,,,,1,,,,,,,,,,,,,,,,,,,,,
91f1971d-2241-4ebf-b2ec-fb90274a64f2,,,,1,,,1,,,,,,,,GanQS4A53,26/06/2025 17:10,,,,,,,,1,,,,,,,,,,,,,,,,,
886d138f-ab82-4653-b3b4-3485c0b980e7,1,,,,,,1,,,,,,,,Jah2CD704,26/06/2025 17:10,,1,,,,,,,,,,,,,,,,,,,,,,,
b69ab1b2-6e34-4fe5-961f-1860f4c41c44,,,1,,,,1,,,,,,,,JahMYOJ33,26/06/2025 17:11,,1,,,,,,,,,,,,,,,,,,,,,,,
08c60ffa-a1e0-4e8e-81ac-78979070eb98,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:11,,1,,,,,,,,,,,,,,,,,,,,,,,
140274e9-57cc-4971-9aeb-3bb09e94873c,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:11,,,1,,,,,,,,,,,,,,,,,,,,,,
e090adde-6e03-41b5-88e6-c35279f2948e,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,,,,,,,,1,,,,,,,,,,,,,,,,
7dc1a36a-18e4-47c6-9541-7adffb3a21cf,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:11,,,,1,,,,,,,,,,,,,,,,,,,,,
b9300da3-6813-4de3-a019-041795c842b1,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,,,,1,,,,,,,,,,,,,,,,,,,,
7a4ef3ae-2d98-45f4-9166-5062cafdbdfd,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,,,,,,1,,,,,,,,,,,,,,,,,,
39af07e4-f68e-4572-a614-2ca6cc1fb557,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:11,,,,,1,,,,,,,,,,,,,,,,,,,,
e57c365d-8750-4c08-b693-76fdb5ce597a,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,,,,,1,,,,,,,,,,,,,,,,,,,
4b7f0fa9-f3f0-492d-bd2e-c15a2eb0b0f2,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:11,,,,,,1,,,,,,,,,,,,,,,,,,,
79baf012-61da-4b65-941c-97bed9599a15,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,,,1,,,,,,,,,,,,,,,,,,,,,
8c3b2828-a00b-4f1c-b2c1-526aa49262b7,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:11,,1,,,,,,,,,,,,,,,,,,,,,,,
ee736357-cae0-4d34-a429-2a4b4dbae0d0,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:12,,,,,,,1,,,,,,,,,,,,,,,,,,
0dbe1eb1-fdb8-4a98-bba0-e3e8cc05e88a,,,,1,,,1,,,,,,,,GarGG2613,26/06/2025 17:12,,,1,,,,,,,,,,,,,,,,,,,,,,
c807dac5-1937-4f23-8965-20d950be31c7,,,,1,,,1,,,,,,,,TauGNEQ46,26/06/2025 17:12,,,,,,,,1,,,,,,,,,,,,,,,,,
eb297c2a-b117-40fd-b44c-978b72fa323e,,,1,,,,1,,,,,,,,JahMYOJ33,26/06/2025 17:12,,,,1,,,,,,,,,,,,,,,,,,,,,
0824fbdd-d85a-4151-9f00-9536b2e328b6,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,1,,,,,,,,,,,,,,,,,,,,,,,
4b49cf45-253f-43a4-8739-31fb5d17eaed,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,1,,,,,,,,,,,,,,,,,,,,,,
0b477ab1-cb4c-49ca-98d3-9519792e4155,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,,1,,,,,,,,,,,,,,,,,,,,,
55e26c0e-50b7-46e3-b6fc-864e1ae6d8cf,,,,1,,,1,,,,,,,,BebK6D338,26/06/2025 17:12,,,,,,,1,,,,,,,,,,,,,,,,,,
d3abd0e4-d7df-4a04-9632-0913ef31f413,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,,,1,,,,,,,,,,,,,,,,,,,,
c7dcc8f2-12bd-4e3a-ba08-b3b8ba0e6ad8,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,,,,1,,,,,,,,,,,,,,,,,,,
35698c4d-e5f1-46d2-b605-b5d765b8f449,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,,,,,1,,,,,,,,,,,,,,,,,,
2ec4efc0-55e5-4f21-80fe-396d1f1901b1,,,,1,,,1,,,,,,,,TauJ9FI31,26/06/2025 17:12,,,,,,,,1,,,,,,,,,,,,,,,,,
3c310125-6446-45df-a644-b67a55f7bfc6,,,1,,,,,,,,1,,,,KabSRU110,26/06/2025 17:12,,,,,,,,1,,,,,,,,,,,,,,,,,
dfa58723-a902-4c62-a4a1-a487593dbc2b,,,,1,,,1,,,,,,,,GanR0QS29,26/06/2025 17:12,,,,,,,,1,,,,,,,,,,,,,,,,,
be979be9-e94b-481b-adff-a752751c15c2,,,1,,,,1,,,,,,,,JahMYOJ33,26/06/2025 17:12,,,,,,,,1,,,,,,,,,,,,,,,,,
57573333-c81e-45cd-990d-f454ad7a039a,,,,1,,,1,,,,,,,,BebK6D338,26/06/2025 17:13,,,,,,,,1,,,,,,,,,,,,,,,,,
5284be26-e24f-409f-b022-be7fd847b208,,,1,,,,1,,,,,,,,JahU0OV13,26/06/2025 17:13,,1,,,,,,,,,,,,,,,,,,,,,,,
18eb18a5-9fa4-4a52-8268-38637cdefd54,,,1,,,,1,,,,,,,,JahU0OV13,26/06/2025 17:14,,,,1,,,,,,,,,,,,,,,,,,,,,
3ce6a651-e262-4b78-9b5f-d3ffcac9d0ab,,,,1,,,1,,,,,,,,GanXL3L08,26/06/2025 17:14,,,,,,,,1,,,,,,,,,,,,,,,,,
1482c843-a3ec-4aac-8ed3-49789a64e9ac,,,1,,,,,,,,1,,,,RimDJ2B58,26/06/2025 17:15,,,,,,,,1,,,,,,,,,,,,,,,,,
a8e86c6d-a703-40a4-968c-a746fa8e72bb,,,1,,,,1,,,,,,,,JahU0OV13,26/06/2025 17:15,,,,,,,,1,,,,,,,,,,,,,,,,,
08cec807-385a-4c1a-9b50-93dfcab169c2,,,1,,,,1,,,,,,,,JahVPKJ00,26/06/2025 17:16,,1,,,,,,,,,,,,,,,,,,,,,,,
78ba0436-0bec-46ab-b723-50c56c5d26a7,,,1,,,,1,,,,,,,,JahVPKJ00,26/06/2025 17:17,,,,1,,,,,,,,,,,,,,,,,,,,,
70dffb64-1adf-4e0f-af8d-6f9b363a8e33,,,,1,,,1,,,,,,,,GanXL3L08,26/06/2025 17:17,,,,,,,,1,,,,,,,,,,,,,,,,,
61032fef-2a3c-41b5-a61c-b10ef8f63332,,,1,,,,1,,,,,,,,JahVPKJ00,26/06/2025 17:17,,,,,,,,1,,,,,,,,,,,,,,,,,
8f49afaf-4d1b-42f6-bb69-2e92b6f4414a,,,1,,,,1,,,,,,,,JahVT7939,26/06/2025 17:19,,1,,,,,,,,,,,,,,,,,,,,,,,
a6d174af-0968-47dd-8ac6-da294210a1f5,,,1,,,,1,,,,,,,,JahVT7939,26/06/2025 17:20,,,,1,,,,,,,,,,,,,,,,,,,,,
b9385e2a-0688-4aba-ac47-c70edd8e4e4b,,,,1,,,,,,,1,,,,Rin19LT56,26/06/2025 17:21,,1,,,,,,,,,,,,,,,,,,,,,,,
149a58b2-d60b-49d0-b490-c9e1942b1f84,,,1,,,,1,,,,,,,,BebYZS955,26/06/2025 17:21,,1,,,,,,,,,,,,,,,,,,,,,,,
ea91c4ed-75b5-408d-823e-88bebcb1ba69,,,,1,,,1,,,,,,,,Gan547817,26/06/2025 17:21,,1,,,,,,,,,,,,,,,,,,,,,,,
899c0e63-3a50-4a80-9508-42bb02a049c0,,,1,,,,1,,,,,,,,JahVT7939,26/06/2025 17:21,,,,,,,,1,,,,,,,,,,,,,,,,,
0e567a9b-92a3-44d1-9b10-614bb4acebb3,,,,1,,,1,,,,,,,,Gan547817,26/06/2025 17:21,,,,1,,,,,,,,,,,,,,,,,,,,,
699da413-2386-4ee0-98a7-75bf366cae8a,,,,1,,,1,,,,,,,,Gan547817,26/06/2025 17:21,1,,,,,,,,,,,,,,,,,,,,,,,,
82653823-478a-4a89-abcc-99fe67bebfce,,,,1,,,1,,,,,,,,Gan547817,26/06/2025 17:21,,,,,,,,1,,,,,,,,,,,,,,,,,
99903647-6b4b-4e4d-a14b-a2b404071265,,,,1,,,1,,,,,,,,GanE9CJ16,26/06/2025 17:21,,1,,,,,,,,,,,,,,,,,,,,,,,
5e9dc9a7-a44c-48c1-9d9f-e9c7885f8abe,,,,1,,,1,,,,,,,,GanE9CJ16,26/06/2025 17:21,,,,1,,,,,,,,,,,,,,,,,,,,,
0b10f7d8-0d76-4f69-9d44-8c22a807d53d,,,,1,,,1,,,,,,,,GanE9CJ16,26/06/2025 17:21,,,,,,,1,,,,,,,,,,,,,,,,,,
9bf93dc3-6d05-4267-a1fa-707fad17ee32,,,1,,,,1,,,,,,,,TofJNTC32,26/06/2025 17:22,,1,,,,,,,,,,,,,,,,,,,,,,,
abdd18c7-dd93-4769-a519-9d0d0244e74c,,,1,,,,1,,,,,,,,TofD3G046,26/06/2025 17:22,,1,,,,,,,,,,,,,,,,,,,,,,,
fd042999-1e5b-4a4d-aef4-a2fb75419601,,,1,,,,1,,,,,,,,TofBT8E18,26/06/2025 17:22,,1,,,,,,,,,,,,,,,,,,,,,,,
13ad417e-0b25-4ffa-8aea-bf8f568fa5d7,,,1,,,,1,,,,,,,,TofBT8E18,26/06/2025 17:22,,,,1,,,,,,,,,,,,,,,,,,,,,
e6aff668-ec66-4ebc-96f5-4ef855f183b6,,,1,,,,1,,,,,,,,TofD3G046,26/06/2025 17:22,,,,1,,,,,,,,,,,,,,,,,,,,,
fd8ab3fe-a3a5-44da-bf5a-36c3e3a41886,,,1,,,,1,,,,,,,,TofJNTC32,26/06/2025 17:22,,,,1,,,,,,,,,,,,,,,,,,,,,
ae6c8386-71c1-44a8-8727-c912f7afdb63,,,1,,,,1,,,,,,,,TofBT8E18,26/06/2025 17:22,,,,,,,,1,,,,,,,,,,,,,,,,,
a3198d60-ba90-4fc2-b834-eeaa7a23217d,,,1,,,,1,,,,,,,,TofD3G046,26/06/2025 17:22,,,,,,,,1,,,,,,,,,,,,,,,,,
53a6bb63-8f01-4497-823d-7dfc71d0a1db,,,1,,,,1,,,,,,,,TofJNTC32,26/06/2025 17:22,,,,,,,,1,,,,,,,,,,,,,,,,,
5e3c196a-2025-40ce-ba33-f258c5b47029,,,1,,,,1,,,,,,,,JahX82M32,26/06/2025 17:22,,1,,,,,,,,,,,,,,,,,,,,,,,
0edd0f54-59eb-4bde-944a-94ddb1ccea7f,,,1,,,,1,,,,,,,,BebYZS955,26/06/2025 17:22,,,,1,,,,,,,,,,,,,,,,,,,,,
5dc7040c-4f70-42e2-963f-c269975f634e,,,,1,,,1,,,,,,,,Gan1VYM18,26/06/2025 17:23,,,,,1,,,,,,,,,,,,,,,,,,,,
2dd4698c-422a-40b2-a29c-85b62ab7ad35,,,1,,,,1,,,,,,,,JahX82M32,26/06/2025 17:23,,,,,,,,1,,,,,,,,,,,,,,,,,
5019e351-a5c1-4651-b278-852bb8e07811,,,1,,,,1,,,,,,,,JahX82M32,26/06/2025 17:24,,,,,,,,1,,,,,,,,,,,,,,,,,
cc61ba4f-044e-4995-9c4f-55d044214174,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,1,1,,,,,,,,,,,,,,,,,,,,,,
150c3fa4-2288-4629-97bc-be3c6b4b39ac,,,1,,,,1,,,,,,,,BebYZS955,26/06/2025 17:24,,,,,,,,1,,,,,,,,,,,,,,,,,
e21e0307-3c35-47e8-9fab-7de1bcbdf78d,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,,,1,,,,,,,,,,,,,,,,,,,,,
1a9f5d4c-73b3-46b7-aada-e3c43d22fbdb,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,,,,1,,,,,,,,,,,,,,,,,,,,
27363a81-8db9-43e8-a54a-76a90ddd7956,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,,,,,1,,,,,,,,,,,,,,,,,,,
9ca2ad4a-00b7-471c-90be-fc0d0e5cce97,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,,,,,,1,,,,,,,,,,,,,,,,,,
4c566af5-2aad-4c5c-8119-e52bd69c3b14,,,,1,,,1,,,,,,,,GanM6YZ57,26/06/2025 17:24,,,,,1,,,,,,,,,,,,,,,,,,,,
04bb7e1d-517e-4dce-965d-5a7c9296cf1e,,,,1,,,1,,,,,,,,BebI3RF07,26/06/2025 17:24,,,,,,,,1,,,,,,,,,,,,,,,,,
24530fe6-5ed8-456e-a7ef-ee88576511bc,,,,1,,,1,,,,,,,,Gan4TEX40,26/06/2025 17:25,,1,,,,,,,,,,,,,,,,,,,,,,,
49986fff-88fc-417e-b53d-554e06d2a559,,,,1,,,1,,,,,,,,Gan4TEX40,26/06/2025 17:25,,,1,,,,,,,,,,,,,,,,,,,,,,
aef9c5b7-ff36-44c3-8877-e918b923ce49,,,,1,,,1,,,,,,,,Gan4TEX40,26/06/2025 17:25,,,,,,,1,,,,,,,,,,,,,,,,,,
be50fbea-d47e-49c1-8f5f-ffcc1639727b,,,,1,,,1,,,,,,,,KirDG6K57,26/06/2025 17:25,,,,,,,,1,,,,,,,,,,,,,,,,,
22399520-9ca5-4570-8ea1-e3c5b070d034,,,,1,,,1,,,,,,,,Gan4TEX40,26/06/2025 17:25,,,,,,,,1,,,,,,,,,,,,,,,,,
