formid,Training_Date,Training_Title,EW_ID,Gender,Gender_and_Age,Disability_Status_class,State,LGA
bebb5057-9e92-431b-9df9-ef1c3ea8e6af,2024-05-06,"Group_formation,_and_dynamics_for_financial_inclusion",Bun20,Male,Male Youth,No disability,Kano,Bunkure
5b33647c-1f05-4cb2-8656-f757db443f01,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Bun21,Male,Male Youth,No disability,Kano,Bunkure
5dcbe440-4194-4258-9f07-841471d6bca6,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm48,Female,Female Youth,No disability,Kano,Garum_Mallam
20ef329b-648d-4873-8833-63ae7a5f2ec4,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm49,Male,Male Youth,No disability,Kano,Garum_Mallam
094f3985-e734-4bc6-acd7-ec260ee948be,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm50,Male,Male Youth,No disability,Kano,Garum_Mallam
8fc1aaa9-175e-4e40-8862-d1e566f19f92,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm51,Male,Male Youth,No disability,Kano,Garum_Mallam
df697bbb-cbbb-47d6-907c-c04e282f86af,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm52,Male,Male Youth,No disability,Kano,Garum_Mallam
b4fd66d6-78f6-4fab-a7a9-c6d137728cdf,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm53,Male,Male Youth,No disability,Kano,Garum_Mallam
3089194b-2a7f-48e2-9c4c-f1fdb621e1a2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm54,Female,Female Youth,No disability,Kano,Garum_Mallam
ec74b522-0958-4fa9-8bab-393d07175502,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm55,Male,Male Youth,No disability,Kano,Garum_Mallam
8b7160b4-7750-4b8f-b7af-478a23b7c90c,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm56,Female,Female Youth,No disability,Kano,Garum_Mallam
d96d04de-230e-47fc-8596-609e002a3308,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm57,Female,Female Youth,No disability,Kano,Garum_Mallam
36612846-97cc-4c12-bf0b-8eeca9327017,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm58,Female,Female Youth,No disability,Kano,Garum_Mallam
ce584e67-9351-4fbc-8b67-31bace3f6ca2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm59,Female,Female Youth,No disability,Kano,Garum_Mallam
016420a3-211a-470a-b8ed-383cdaa6c0f3,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm60,Male,Male Youth,No disability,Kano,Garum_Mallam
bcffdd9b-16af-45d7-80fd-5cfd3b6f23a5,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm61,Male,Male Youth,No disability,Kano,Garum_Mallam
84b29aab-6356-4dd8-a516-da2ed40be099,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm62,Male,Male Youth,No disability,Kano,Garum_Mallam
21cba048-9be6-400d-9f2e-14b5d040b9ec,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm63,Male,Male Youth,No disability,Kano,Garum_Mallam
c77c6ed5-8aa8-440c-9473-f7e8e9ae5d6f,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm64,Male,Male Youth,No disability,Kano,Garum_Mallam
1810792a-741d-4515-a9ce-420b944a0e63,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm65,Male,Male Youth,No disability,Kano,Garum_Mallam
1046dff3-2335-4c94-af70-7d3e2423400e,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm66,Male,Male Youth,No disability,Kano,Garum_Mallam
ec0f6f8c-588a-4df2-bbf2-06d71ab45458,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm67,Male,Male Youth,No disability,Kano,Garum_Mallam
b8063b2c-f182-4045-b21a-41f22b393731,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm68,Male,Male Youth,No disability,Kano,Garum_Mallam
8e22facc-4b53-4ede-8272-96ba046d8aaa,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Gmm70,Male,Male Youth,No disability,Kano,Garum_Mallam
ca370c9f-9408-4d4e-b330-c5611c02537c,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir01,Female,Female Youth,No disability,Kano,Garum_Mallam
79c8f830-ee11-4afc-8da1-f7999edb72f3,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir02,Female,Female Youth,No disability,Kano,Garum_Mallam
f7236b17-776d-43aa-86f2-d453c94cb956,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir03,Female,Female Youth,No disability,Kano,Kiru
3d7f5ae3-6533-4de3-8f85-eacd0555d4f3,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir04,Female,Female Youth,No disability,Kano,Kiru
24d8d87c-af58-4f57-aae4-086fcb7e635d,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir05,Female,Female Youth,No disability,Kano,Kiru
f18e28e9-bc9a-42a3-84d2-d0bcd1c89b18,2024-05-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir06,Male,Male Youth,No disability,Kano,Kiru
936d1d88-1ca7-4221-be15-3f266b3ead40,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir07,Male,Male Youth,No disability,Kano,Garum_Mallam
93f1b3a8-d07b-4921-bf40-b07aa5c6bb72,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir08,Male,Male Youth,No disability,Kano,Garum_Mallam
29442fc9-0623-42f9-ad4d-1722b0b0a5c0,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir09,Male,Male Youth,No disability,Kano,Garum_Mallam
f85a31a2-f610-406e-bf1f-1938dab5f5dd,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir10,Male,Male Youth,No disability,Kano,Kiru
37385100-a2fc-46ba-9968-b582aad5e1c9,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir11,Female,Female Youth,No disability,Kano,Kiru
3f671f07-1e6e-4964-9529-4072895a2f86,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir12,Female,Female Youth,No disability,Kano,Kiru
7d58e75a-9172-4f86-b650-e984c8d3d37a,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir13,Female,Female Youth,No disability,Kano,Kiru
3a489862-9383-4154-9aef-222c7beed9d6,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir14,Male,Male Youth,No disability,Kano,Kiru
c8a421fd-3f42-4fb1-bffb-001b8f58aabf,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir15,Male,Male Youth,No disability,Kano,Kiru
090f3201-c3e4-4bf7-8acf-1ad4cee55e23,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir16,Male,Male Youth,No disability,Kano,Kiru
68c0bc59-0171-4660-8d6f-59104de81d5a,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir17,Male,Male Youth,No disability,Kano,Kiru
fb969251-8a10-44cc-bab7-2527b7fd38ca,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir18,Male,Male Youth,No disability,Kano,Kiru
fd897443-a9a0-4311-9d05-a7d92845e2c7,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir19,Male,Male Youth,No disability,Kano,Kiru
c84580ff-2da0-484c-a8ab-0e999b0201b7,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir20,Male,Male Youth,No disability,Kano,Kiru
88f08fb0-96f4-4f19-a7db-e20a71367cc2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kir21,Female,Female Youth,No disability,Kano,Kiru
97c54ee8-6670-4d3a-b5da-62e7327d1d86,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur01,Female,Female Youth,No disability,Kano,Kura
b40eb34b-f19c-4aeb-8b43-721008611760,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur02,Female,Female Youth,No disability,Kano,Kura
ce37ef8f-69ac-4e61-8994-dce97116e16d,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur03,Female,Female Youth,No disability,Kano,Kura
15179bec-f309-488d-b2b4-eac54be9f419,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur04,Female,Female Youth,No disability,Kano,Kura
8c7a119d-b7ce-4796-b9e3-71785a610dd9,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur05,Female,Female Youth,No disability,Kano,Kura
8d7a2898-80dc-4020-b399-a46536b4592b,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur06,Female,Female Youth,No disability,Kano,Kura
1103de14-895e-48cf-a442-c6f7d93f72b1,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur07,Female,Female Youth,No disability,Kano,Kura
66824e4a-aa6c-4b7d-9834-d5560d2d85e7,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur09,Male,Male Youth,No disability,Kano,Kura
5d9110ed-fd80-4e9c-9b7c-fb9a5c040385,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur11,Male,Male Youth,No disability,Kano,Kura
1f239804-ca48-4e1e-8db2-c1d785840855,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur12,Male,Male Youth,No disability,Kano,Kura
4c232e4e-4610-4c14-a87e-eab2e895b1cc,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur13,Male,Male Youth,No disability,Kano,Kura
7e2591f1-2291-4b3e-825d-b6bf9fbd2768,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Kur14,Male,Male Youth,No disability,Kano,Kura
7c749b52-bf06-4a49-83d1-d697a1029809,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran01,Female,Female Youth,No disability,Kano,Kura
dd1fb7fd-cc4d-4a42-8090-f003df30a193,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran02,Female,Female Youth,No disability,Kano,Rano
0ee5e2ad-81a8-492a-a516-81b467f41be6,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran03,Female,Female Youth,No disability,Kano,Rano
0bada7a2-b953-4637-bec5-7273899d25cc,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran04,Female,Female Youth,No disability,Kano,Rano
560e58a6-feef-4234-b449-6bb596b8017e,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran05,Female,Female Youth,No disability,Kano,Rano
ca37318b-e5f9-44d8-b957-9c8f134e687a,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran06,Female,Female Youth,No disability,Kano,Rano
ee4fb1ac-f7ee-4d63-91b7-acafdd31ede0,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran07,Female,Female Youth,No disability,Kano,Rano
936241c5-293e-41ae-b40e-7d170c5e1677,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran08,Female,Female Youth,No disability,Kano,Rano
0d368b64-d4e2-473f-b598-f8cd8f42ad2b,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran09,Male,Male Youth,No disability,Kano,Rano
1bdf1f6d-2848-4f04-a003-82233c855a5b,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran10,Male,Male Youth,No disability,Kano,Rano
b7e4554b-d525-460b-b282-96c92ef350fc,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran11,Male,Male Youth,No disability,Kano,Rano
abe7d475-b857-4d26-b98c-41023ef1a00e,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran12,Male,Male Youth,No disability,Kano,Rano
ec19164a-17a2-4b7e-abc7-45d1edbb2abf,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran13,Male,Male Youth,No disability,Kano,Rano
054e0744-47b3-439e-849e-be13c86d27f7,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Ran14,Male,Male Youth,No disability,Kano,Rano
4d1f8adf-9853-414f-b993-6d92506913de,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig02,Female,Female Youth,No disability,Kano,Rimi_Gado
a5e38e0a-be43-4e46-8444-2235e7526417,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig03,Female,Female Youth,No disability,Kano,Rimi_Gado
9e54fcb1-7486-4b4b-8538-5f1ba47456ee,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig04,Female,Female Youth,No disability,Kano,Rimi_Gado
81554d51-0309-48ef-9b44-c6498a8cd135,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig05,Female,Female Youth,No disability,Kano,Rimi_Gado
211d1868-396d-4f53-8c97-308e1ebabcc2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig06,Female,Female Youth,No disability,Kano,Rimi_Gado
fad6c37d-32fc-4ff6-bf6b-07f5054f7980,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig07,Female,Female Youth,No disability,Kano,Rimi_Gado
52e3fc4a-bebd-4343-ac05-0e4c68ae57f9,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig08,Male,Male Youth,No disability,Kano,Rimi_Gado
232da952-9019-47ea-b79d-32032b314297,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig09,Male,Male Youth,No disability,Kano,Rimi_Gado
bce45def-be31-4f05-bffd-45b81435d8f2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig10,Male,Male Youth,No disability,Kano,Rimi_Gado
501b03df-bfdb-4371-b4dc-bfc1f8fef6c1,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig12,Male,Male Youth,No disability,Kano,Rimi_Gado
e14d3fa6-b648-4846-bccc-4bd56ead0c2b,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig13,Male,Male Youth,No disability,Kano,Rogo
45250784-802b-4f06-926f-b8ca768a1b79,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig14,Male,Male Youth,No disability,Kano,Rimi_Gado
8b3c47e9-2dcd-4168-bf14-99e4f11f3732,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig15,Male,Male Youth,No disability,Kano,Rimi_Gado
21443645-d40b-4c80-8144-11e1a9bc69db,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig16,Male,Male Youth,No disability,Kano,Rimi_Gado
e14bbbba-9d00-4ca3-825a-9c79c9f57f92,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Rig17,Male,Male Youth,No disability,Kano,Rimi_Gado
66d374d6-d4c7-4490-a461-80f056dd1040,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tof68,Female,Female Youth,No disability,Kano,Tofa
e357f2a0-87f2-43cd-a154-4874f273a7bd,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tof69,Male,Male Youth,No disability,Kano,Tofa
7e4c0d11-f242-4b8b-8154-d731b8c4bf19,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tof70,Female,Female Youth,No disability,Kano,Tofa
d44c6596-d759-4492-b8e6-44c404454da4,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tof71,Male,Male Youth,No disability,Kano,Tofa
ab91bb80-c373-4904-99f3-302b13373ac8,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tof72,Male,Male Youth,No disability,Kano,Tofa
d15290b1-fb86-49e1-8a8e-58bb477dcd14,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun01,Female,Female Youth,No disability,Kano,Tudun_Wada
ae1fc73e-3e26-4c7a-a707-40c89d1d334a,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun02,Female,Female Youth,No disability,Kano,Tudun_Wada
0957f600-54dd-49d3-a370-d9ac9ae52beb,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun03,Female,Female Youth,No disability,Kano,Tudun_Wada
481e57b4-0b94-45ef-a195-0b596ec97998,2024-03-04,"Group_formation,_and_dynamics_for_financial_inclusion",Tun04,Female,Female Youth,No disability,Kano,Tudun_Wada
e565d9d1-bb94-4d43-9897-4cc1aeb645f2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun05,Female,Female Youth,No disability,Kano,Tudun_Wada
68d8cc18-049e-4db4-a72a-259523b849ff,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun06,Female,Female Youth,No disability,Kano,Tudun_Wada
ee1c71b4-fa54-4b1b-9386-910e8c37bcc2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun07,Female,Female Youth,No disability,Kano,Tudun_Wada
fbd282d1-72e6-4f17-aba6-3087d65c4759,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun08,Female,Female Youth,No disability,Kano,Tudun_Wada
9ef23cad-36f6-43f8-bc96-05992ce8df96,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun09,Female,Female Youth,No disability,Kano,Tudun_Wada
1fef9372-08e5-4eb7-9031-b8d2e284400a,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun10,Female,Female Youth,No disability,Kano,Tudun_Wada
b52c8be3-7cd2-4205-a504-838e681897de,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun11,Female,Female Youth,No disability,Kano,Tudun_Wada
323f03c5-12fb-40be-85db-876e49ffe58e,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun12,Female,Female Youth,No disability,Kano,Tudun_Wada
b522c0d4-1c18-42ee-8506-8a87b10a498c,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun15,Male,Male Youth,No disability,Kano,Tudun_Wada
385daf5e-6c36-4b25-a955-44493d446ceb,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun16,Male,Male Youth,No disability,Kano,Tudun_Wada
e2cb6152-ba6a-4f34-bc78-733bfd8d0dd2,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun17,Male,Male Youth,No disability,Kano,Tudun_Wada
a5643db7-803c-4cbe-a01d-d7f28bb3460c,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun18,Male,Male Youth,No disability,Kano,Tudun_Wada
fcfdf7f5-1c99-4ea8-82ad-ca0854df615c,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun19,Male,Male Youth,No disability,Kano,Tudun_Wada
5cd690f1-4867-44ce-bbb1-46183d357993,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun20,Male,Male Youth,No disability,Kano,Tudun_Wada
9301c23b-222b-4a02-8a38-5d52a4b3322d,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun21,Male,Male Youth,No disability,Kano,Tudun_Wada
d8de1ac3-e538-4975-ac0a-5d748b5acd39,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun22,Male,Male Youth,No disability,Kano,Tudun_Wada
5116ceb2-de3c-43d4-97e3-bfb245c8b0ee,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun23,Male,Male Youth,No disability,Kano,Tudun_Wada
e17b82dc-2101-4397-94cb-e02d683cf176,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun24,Male,Male Youth,No disability,Kano,Tudun_Wada
d85888cf-15bb-47e8-8a76-0f7741b6ff8b,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun25,Male,Male Youth,No disability,Kano,Tudun_Wada
391be9d3-af95-4ffc-837b-825efffecb00,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun26,Male,Male Youth,No disability,Kano,Tudun_Wada
343e676f-59f4-46b1-aa20-a451d974befb,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun27,Male,Male Youth,No disability,Kano,Tudun_Wada
b9acf503-87ad-4a17-8971-1f07c068b38e,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun28,Male,Male Youth,No disability,Kano,Tudun_Wada
4a160b5d-0e98-4ee3-b5ef-04927a1e52d4,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun29,Male,Male Youth,No disability,Kano,Tudun_Wada
515643b5-4a24-4323-afc4-56ddaf2026de,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun30,Male,Male Youth,No disability,Kano,Tudun_Wada
f0e96210-3a0b-424c-91d2-bc80d607519d,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun31,Male,Male Youth,No disability,Kano,Tudun_Wada
66511deb-182a-4d8b-b3df-444c73ff79e0,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun32,Male,Male Youth,No disability,Kano,Tudun_Wada
829b73f4-a177-447f-8392-3183d8624ef1,2024-03-06,"Group_formation,_and_dynamics_for_financial_inclusion",Tun33,Female,Female Youth,No disability,Kano,Tudun_Wada
062f86c0-59f7-40af-80ef-3a44a5b0f0ce,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika11,Male,Male Youth,No disability,Kaduna,Ikara
0290c1e3-a45a-4098-a7fd-b254a64f0d3f,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika12,Male,Male Youth,No disability,Kaduna,Ikara
6af909ee-e1f8-497b-bbd4-5b33969de8f0,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika13,Male,Male Youth,No disability,Kaduna,Ikara
14f51828-7e7c-46bd-9223-70c8ae5f0f3a,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika14,Male,Male Youth,No disability,Kaduna,Ikara
99959d9b-962c-49c7-bcdd-a8b3d6538aa2,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika15,Male,Male Youth,No disability,Kaduna,Ikara
17183cd8-2372-48a7-8dac-db3685f7df29,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika16,Male,Male Youth,No disability,Kaduna,Ikara
5187776d-caca-4e92-85fa-204bc769d012,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika17,Male,Male Youth,No disability,Kaduna,Ikara
bc108a5f-ee57-405d-b0a4-024e392a190f,2024-02-10,Comm._Partner_Registration,Ika17,Male,Male Youth,No disability,Kaduna,Ikara
0a4842a7-c339-48db-9822-ffcd1fa13034,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika17,Male,Male Youth,No disability,Kaduna,Ikara
c76e1c1b-ef03-4bce-a176-860f6bc183be,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika18,Male,Male Youth,No disability,Kaduna,Ikara
9566e2ae-43bd-4df2-9a58-4238de6c6b18,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika19,Male,Male Youth,No disability,Kaduna,Ikara
6146d9a4-1cf5-47b9-99b9-f4fbce6fcedb,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika20,Male,Male Youth,No disability,Kaduna,Ikara
f9f6ad28-9f1e-45de-b361-74f8ab85ac2e,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika21,Male,Male Youth,No disability,Kaduna,Ikara
9672635b-5913-4170-8173-74f597aee92a,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika22,Male,Male Youth,No disability,Kaduna,Ikara
c18d8730-3515-4eca-9540-6d45a3bb238a,2024-01-10,Comm._Partner_Registration,Akk01,Male,Male Youth,No disability,Gombe,Akko
9a5ebd5a-63da-4bd8-9dae-cfa9c0aaa551,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika23,Female,Female Youth,No disability,Kaduna,Ikara
4305becd-f18f-4e87-8311-267b6268ef29,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika24,Female,Female Youth,No disability,Kaduna,Ikara
cd187b87-4710-4c54-bc5c-72930b23a8b6,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika25,Female,Female Youth,No disability,Kaduna,Ikara
ced25460-8449-44a4-9c4f-f02ee93defdf,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika26,Female,Female Youth,No disability,Kaduna,Ikara
7237e13a-7a38-412e-be21-876b42e9baac,2024-01-14,Comm._Partner_Registration,Ika26,Female,Female Youth,No disability,Kaduna,Ikara
bf0d6c03-a7b4-486e-bf35-38ae2f650fa9,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika26,Female,Female Youth,No disability,Kaduna,Ikara
cb301feb-86ec-44da-bcb6-e1adb358ecae,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika27,Female,Female Youth,No disability,Kaduna,Ikara
dcd80084-38c1-4cba-a519-0788d9b447db,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika28,Female,Female Youth,No disability,Kaduna,Ikara
60f96c85-b5c3-4cc3-a719-ed9616c3dff2,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika29,Female,Female Youth,No disability,Kaduna,Ikara
9c20e306-185d-4593-9641-a7d280d196b8,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika30,Female,Female Youth,No disability,Kaduna,Ikara
8ba20f9a-2a50-4113-aff6-026d146deb9e,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika31,Male,Male Youth,No disability,Kaduna,Ikara
7d0d8436-6000-4949-9e37-05244680203b,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika32,Male,Male Youth,No disability,Kaduna,Ikara
4a5b5663-950c-456c-bbf4-f9c37e5863fb,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika34,Female,Female Youth,No disability,Kaduna,Ikara
6f8d92ae-6ae2-487d-92eb-4ade90f4f7cf,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika35,Male,Male Youth,No disability,Kaduna,Ikara
8a4a494c-35a7-4dc4-aeaa-cfd1405ff3a6,2024-02-10,Comm._Partner_Registration,Ika35,Male,Male Youth,No disability,Kaduna,Ikara
3b71eb01-a4f5-4704-b577-4643dacd8321,2024-03-08,"Group_formation,_and_dynamics_for_financial_inclusion",Ika36,Male,Male Youth,No disability,Kaduna,Ikara
fb6480ab-3dc6-44a9-8492-29fdb8dbc1a0,2024-03-11,GAP_&_crop_management,Bag01,Female,Female Youth,No disability,Kano,Bagwai
5586107c-4dc9-4855-8455-fc6f5abf0673,2024-03-11,GAP_&_crop_management,Bag02,Female,Female Youth,No disability,Kano,Bagwai
9a923ac6-553d-475a-b7a6-864b81d112fe,2024-03-11,GAP_&_crop_management,Bag03,Male,Male Youth,No disability,Kano,Bagwai
ace01c8d-3253-4a1d-a633-f6d40e6b65e3,2024-03-11,GAP_&_crop_management,Bag04,Male,Male Youth,No disability,Kano,Bagwai
9602bd3a-f9e6-4e85-8feb-ab866f156a9f,2024-03-11,GAP_&_crop_management,Bag05,Male,Male Youth,No disability,Kano,Bagwai
1fc58e23-cbf3-4768-b8be-ecdde08b9648,2024-03-11,GAP_&_crop_management,Bag06,Male,Male Youth,No disability,Kano,Bagwai
